00:00.647  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch05_v1/master.blend"
11:02:00 | INFO: Data are loaded, start creating Blender stuff
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | complete concave roof deck
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | door central stile
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | door hardware
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | entrance leaves
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | entry transom
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | flush threshold
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | painted sash frames
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | pierced red brick facades
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | plain brick plinth
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | plain eaves and floor course
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | plain sash mullions
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | plain sash transoms
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | recessed rear wing windows
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | red brick roof parapet
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | stone entrance entablature
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | stone entrance jambs
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | stone parapet coping
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | stone window sills
11:02:00 | INFO: Blender create Mesh node Albert Close 642055721 | subtle brick headers
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | brick header lintels
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | complete mapped roof membrane
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | door glass fanlight
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | door handle
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | door transom
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | estimated internal shed roof curb
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | estimated shallow shed roof
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | flush floor course
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | inward eaves
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | low parapet
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | mitred coping
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | painted joinery
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | pierced masonry
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | pipe brackets
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | projecting sills
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | rainwater downpipes
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | recessed door
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | recessed glazing
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | slim pale lintel accent
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | threshold
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | upper sash meeting rail
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | window mullions
11:02:00 | INFO: Blender create Mesh node Albert Close 642055722 | window transoms
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | closed bottom slab
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | complete thin roof slab
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | continuous closed masonry perimeter
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | corner boundary strips
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | inset masonry base trim
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | low roof weather upstand
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | mitred coping
11:02:00 | INFO: Blender create Mesh node Mews outbuilding1154608369 | simple inward eaves fascia
11:02:00 | INFO: glTF import finished in 0.06s
{"passed": true, "buildings": [{"building_id": "way-642055721", "entrances": [{"threshold_xyz": [802.2810668945312, 55.495033264160156, 0.04962729290127754], "rays": 25, "checked_width_m": 0.9897676621649107}], "entrance_check_status": "checked", "shared_wall_samples": 20, "roof_coverage_samples": 43, "footprint_area_m2": 84.60010155908193}, {"building_id": "way-642055722", "entrances": [{"threshold_xyz": [804.5777587890625, 41.82080841064453, 0.05028659850358963], "rays": 25, "checked_width_m": 0.990256166360356}], "entrance_check_status": "checked", "shared_wall_samples": 20, "roof_coverage_samples": 48, "footprint_area_m2": 91.67415447911544}, {"building_id": "way-1154608369", "entrances": [], "entrance_check_status": "not applicable: no known entrance in source contract", "shared_wall_samples": 0, "roof_coverage_samples": 25, "footprint_area_m2": 52.86981458327537}], "material_values_roundtrip_passed": true, "master_sha256": "7fe5a0078ff3fb97d5159f0d2c81ead6d07826a2180b19c7a0914a6a16cdb00b", "replacement_sha256": "1a5159ee629757b47a768eccaae6d6967a0b9f33ea1403a6983724d6c587f2e9", "scope": "Exterior entry clearance before intentionally closed door assemblies, sampled mapped roof coverage and PBR round-trip. Not a survey or accessibility certification."}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit
