00:00.444  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch12_v1/master.blend"
12:47:23 | INFO: Data are loaded, start creating Blender stuff
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | blank showroom fascia
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | door glass fanlight
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | door handle
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | door transom
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | estimated hipped roof
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | front rear eaves
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | full polygon roof basecap
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | inward eaves
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | lintels
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | painted joinery
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | pierced masonry
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | projecting sills
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | recessed door
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | recessed glazing
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | shallow shop cornice
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | showroom end piers
12:47:23 | INFO: Blender create Mesh node finite entry approach from audited ground.002
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | threshold
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | upper sash meeting rail
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | window mullions
12:47:23 | INFO: Blender create Mesh node 14 Queens Gate Place Mews | window transoms
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | attic continuous mitred top rim
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | attic frame jambs
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | attic frame rails
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | central first floor pediment
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | complete attic flat roof
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | door glass fanlight
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | door handle
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | door transom
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | first floor pilaster shafts
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | front cornice
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | front cornice dentils
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | full mapped roof base cap
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | inset attic solid walls
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | inward eaves
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | Juliet sill decks
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | Juliet top rails
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | Juliet vertical bars
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | lintels
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | low parapet
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | mitred coping
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | outer shallow pilasters
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | painted joinery
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | pierced masonry
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | projecting sills
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | recessed attic glazing
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | recessed door
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | recessed glazing
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | simplified first floor capitals
12:47:23 | INFO: Blender create Mesh node finite entry approach from audited ground.001
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | threshold
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | upper sash meeting rail
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | window mullions
12:47:23 | INFO: Blender create Mesh node 27 Princes Gate | window transoms
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | architrave head
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | architrave upright
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | central second floor pediment
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | complete concave mapped roof deck
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | continuous first floor balcony deck
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | continuous first floor balustrade rail
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | continuous mitred contained stringcourse
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | cornice modillions
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | cornice window hoods
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | door leaf panel mouldings
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | door leaf transom rail
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | Doric porch columns
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | Doric porch entablature
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | Doric triglyphs
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | entrance glazed transom
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | entrance head frame
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | entrance jamb
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | entrance stone head
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | entrance stone surrounds
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | estimated front rear roof parapet
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | first floor bottle balusters
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | first floor Corinthian shafts
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | first floor French casement mullion
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | front bracketed frieze
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | front projecting cornice
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | front rear coping
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | ground stucco channel courses
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | pierced wall lintel infill
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | pierced wall piers
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | pierced wall sill infill
12:47:23 | INFO: Blender create Mesh node finite porch support
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | projecting stone sill
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | recessed sash glazing
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | sash meeting and bottom rails
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | second floor balcony rail
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | second floor balcony sill
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | second floor bottle balusters
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | simplified Corinthian leaf blocks
12:47:23 | INFO: Blender create Mesh node finite entry approach from audited ground
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | timber sash side frames
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | timber sash upper rail
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | window hood corbels
12:47:23 | INFO: Blender create Mesh node 47 Princes Gardens | wood entrance leaf
12:47:23 | INFO: glTF import finished in 0.08s
