00:01.852  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch02_v1/master.blend"
05:11:19 | INFO: Data are loaded, start creating Blender stuff
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | attic interior ceiling
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | balcony handrail
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | balcony support slabs
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | black sash frames
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | chimney caps
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | continuous mitred cornices
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | corner quoins
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | cornice brackets
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | coupled Ionic-inspired porch columns
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | door head frame
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | dormer masonry jambs
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | dormer masonry lintel sill
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | dormer recessed glazing
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | dormer sash
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | dressed architraves
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | estimated chimney stacks
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | mansard perimeter
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | pedimented dormer roofs
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | pedimented window hoods
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | pierced stucco envelope
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | porch entablature
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | porch slab
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | portico threshold
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | projecting sills
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | recessed door leaves
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | recessed glazing
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | segmental window hoods
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | slate upper roof
05:11:19 | INFO: Blender create Mesh node 25 Kensington Gore | turned balcony balusters
05:11:19 | INFO: Blender create Mesh node finite additional entry support
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | attic frames
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | attic inset glass
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | brass door hardware
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | brick sills
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | chimney corbel caps
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | continuous cut brick cornices
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | continuous roof edge flashing
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | corner brick pilasters
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | cut brick heads
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | door center stile
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | door leaves
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | door transom
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | entrance balcony balusters
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | entrance balcony handrail
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | entrance balcony slab
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | entry threshold
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | exact concave roof deck
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | pierced brick attic gables
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | pierced brick walls
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | radiating brick arch
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | recessed sashes
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | roof ridge tiles
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | segmental arch infill
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | small pane glazing bars
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | split brick pediments
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | steep red tiled roof slopes
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | tall brick chimney shafts
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | terracotta chimney pots
05:11:19 | INFO: Blender create Mesh node 29 Exhibition Road | timber sash frames
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | concave roof membrane
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | door glass fanlight
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | door handle
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | door transom
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | lintels
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | low parapet
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | mitred coping
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | painted joinery
