00:02.454  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch15_v1/master.blend"
14:34:27 | INFO: Data are loaded, start creating Blender stuff
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | arched frame
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | arched window spandrel
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | balcony balusters
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | balcony upper rail
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | complete mapped roof basecap
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | concave roof membrane
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | door glass fanlight
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | door handle
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | door transom
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | first floor balcony deck
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | flush floor course
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | individual window consoles
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | inward eaves
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | lintels
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | low parapet
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | middle storey pilasters
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | mitred coping
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | painted joinery
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | pierced masonry
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | projecting sills
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | recessed arched glazing
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | recessed door
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | recessed glazing
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | simplified capitals
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | street cornice
14:34:27 | INFO: Blender create Mesh node finite entry approach from audited ground.002
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | threshold
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | upper cornice consoles
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | upper sash meeting rail
