00:00.639  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch04_v1/master.blend"
10:55:10 | INFO: Data are loaded, start creating Blender stuff
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | complete concave roof membrane
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | door glass fanlight
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | door handle
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | door transom
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | estimated hip roof curb
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | estimated shallow hip roof
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | flush floor course
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | inward eaves
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | lintels
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | low parapet
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | mitred coping
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | painted joinery
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | pierced masonry
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | pipe brackets
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | projecting sills
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | rainwater downpipes
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | recessed door
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | recessed glazing
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | threshold
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | upper sash meeting rail
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | window mullions
10:55:10 | INFO: Blender create Mesh node Albert Close 642055723 | window transoms
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | concave roof membrane
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | door glass fanlight
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | door handle
