00:00.723  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch13_v1/master.blend"
12:59:38 | INFO: Data are loaded, start creating Blender stuff
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | arched frame
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | arched window spandrel
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | balcony balusters
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | balcony upper rail
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | complete mapped roof basecap
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | concave roof membrane
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | door glass fanlight
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | door handle
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | door transom
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | first floor balcony deck
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | flush floor course
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | individual window consoles
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | inward eaves
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | lintels
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | low parapet
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | middle storey pilasters
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | mitred coping
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | painted joinery
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | pierced masonry
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | projecting sills
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | recessed arched glazing
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | recessed door
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | recessed glazing
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | simplified capitals
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | street cornice
12:59:38 | INFO: Blender create Mesh node finite entry approach from audited ground.002
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | threshold
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | upper sash meeting rail
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | window mullions
12:59:38 | INFO: Blender create Mesh node 5 Queens Gate | window transoms
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | attic continuous mitred top rim
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | attic frame jambs
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | attic frame rails
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | attic round head curved trim
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | attic round head solid spandrels
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | central first floor pediment
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | complete attic flat roof
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | curved window curved trim
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | curved window solid spandrels
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | door glass fanlight
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | door handle
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | door transom
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Doric porch abacus
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Doric porch entablature
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Doric porch shafts
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Doric porch square foot
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | first floor pilaster shafts
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | flush attic solid walls
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | front cornice
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | front cornice dentils
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | full mapped roof base cap
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | inward eaves
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Juliet sill decks
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Juliet top rails
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | Juliet vertical bars
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | lintels
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | outer shallow pilasters
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | painted joinery
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | pierced masonry
12:59:38 | INFO: Blender create Mesh node finite porch support
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | projecting sills
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | recessed attic glazing
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | recessed door
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | recessed glazing
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | simplified first floor capitals
12:59:38 | INFO: Blender create Mesh node finite entry approach from audited ground.001
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | threshold
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | upper sash meeting rail
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | window mullions
12:59:38 | INFO: Blender create Mesh node 26 Princes Gate | window transoms
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | architrave head
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | architrave upright
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | central second floor pediment
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | complete concave mapped roof deck
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | continuous first floor balcony deck
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | continuous first floor balustrade rail
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | continuous mitred contained stringcourse
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | cornice modillions
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | cornice window hoods
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | door leaf panel mouldings
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | door leaf transom rail
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | entrance glazed transom
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | entrance head frame
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | entrance jamb
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | entrance stone head
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | entrance stone surrounds
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | estimated front rear roof parapet
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | first floor bottle balusters
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | first floor Corinthian shafts
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | first floor French casement mullion
